0.66302,0.40945,-0.69326,0.36428,1.3324,1.5928,-3.8648,-0.073079,5.409,-1.0697,-0.89493,3.5703,-1.9335,-3.2521,3.5146,1.0923,-2.5865,-0.91576,1.033,0.20691
0.90696,0.33963,-1.5872,1.3456,1.0884,-2.2068,-0.63749,3.5836,-1.9765,-0.22328,2.4138,0.94452,-2.8822,-1.0256,5.2321,-5.8917,-1.9987,4.7212,-1.3963,-1.4395
-0.94068,1.7921,-0.50424,-1.4077,-0.17539,1.9226,-0.024157,-1.2443,-1.0399,-0.47944,-1.304,2.6212,-0.80258,-0.91846,0.71996,1.3976,-2.7539,1.6726,1.1647,-0.75837
0.99854,-0.019141,-1.2844,0.12942,2.1642,0.31386,-1.1158,1.3938,0.77907,-0.884,3.2614,-2.7024,-1.0029,4.2252,-0.38968,-3.4214,0.92543,-0.22563,-0.41761,0.40954
-1.8499,0.77166,1.2604,-1.354,-2.2928,1.5251,1.5996,-2.0551,1.7002,0.65483,-3.6355,-0.63365,2.0657,-1.5303,1.1658,1.2867,-2.8309,3.5048,-0.14975,0.097818
0.6925,-0.61517,1.9708,-1.4449,0.2504,0.92396,-1.3959,1.1862,1.0547,-1.8308,-0.18236,2.7548,-1.9793,-1.3775,3.0727,-2.7821,-0.94669,1.6741,-0.072989,-0.0324
-0.88628,-0.40424,-0.98429,1.3953,-0.65503,-0.73629,0.70537,1.2468,-0.28285,-0.91409,2.7996,-0.36957,-1.3198,3.6281,0.38041,-3.1725,-0.087512,2.2424,-0.51471,-1.3774
0.34127,-1.7654,0.30534,0.4454,-1.9506,-2.8879,1.619,3.3572,-2.3449,-1.2676,2.7594,-2.0266,-2.9384,4.714,1.2284,-2.7359,0.8417,1.9894,0.39043,-1.534
-0.94466,-1.0274,1.5126,0.63895,-1.7328,0.97418,2.262,-1.0291,1.1511,-1.2523,0.77803,0.39685,-0.1911,1.9325,-0.69993,-0.06952,2.1595,-0.24852,-1.9572,1.5551
-0.75886,1.071,-0.60701,-0.71021,1.1628,0.65359,-0.34935,-0.40442,1.2992,-0.15462,-0.69907,1.0541,0.041739,-2.9485,1.2334,-0.26016,0.63446,-1.8472,-0.46127,0.13516
0.35676,-2.2458,3.576,-1.1239,-0.48484,1.285,-1.7434,-1.5655,2.2105,1.3408,-3.0419,1.3811,1.3134,-3.3347,0.036093,1.2244,-0.071659,0.39873,-1.0157,0.89936
-0.72994,0.97816,-0.15963,-0.11253,-1.5811,1.548,-2.1528,-1.9804,0.50288,3.6638,-1.2674,-0.24949,2.6055,-1.1757,0.55203,-0.44648,0.014904,1.4222,-1.3321,-1.0626
-0.034571,0.31432,-1.6365,-1.889,2.1052,-3.1213,0.10093,0.53999,0.32016,-3.3054,2.6055,0.56177,-1.6456,-1.8498,1.6799,-1.0681,-0.78289,-0.27756,-0.052007,0.87917
0.69903,0.78606,-0.57818,-1.0694,2.3697,-0.65216,-2.6899,4.7033,-2.1195,-0.48342,3.6368,-0.92634,-3.6198,-0.45033,0.97385,-0.90698,1.4658,-2.4411,-1.3267,0.88177
2.0234,-0.07456,-2.3571,0.21786,3.0744,-0.84465,-2.3135,1.6243,-0.81556,-1.1358,0.58164,0.65133,0.45909,-0.52661,-0.3493,0.40502,-0.92956,-0.6915,0.23619,0.61916
-1.0933,1.286,1.7793,-0.81535,0.15723,2.2562,0.73002,-3.3214,4.4185,1.1364,-6.0865,1.8977,0.85199,-2.1244,0.041423,-0.95391,-0.11519,2.5795,-0.006531,-2.0708
0.10901,-1.9603,2.106,-0.28706,-1.9076,1.6421,-0.49628,0.00099808,0.14888,0.50361,0.34356,-0.80823,-1.2864,2.4928,-1.2551,-1.7385,2.0936,1.7771,-0.94424,-0.061073
0.43344,-0.19343,0.90752,-0.44637,0.12661,0.34578,0.51095,-2.3658,1.1886,1.6248,-0.62095,0.27651,0.3353,-1.3627,1.7501,0.39117,-1.285,-1.3685,1.5484,-2.0275
0.25881,0.83177,-1.4537,1.7124,0.025529,-0.74827,0.1885,1.3728,-4.0448,2.3802,1.8117,-5.5631,2.2991,2.1305,-3.4308,-1.6728,3.907,-1.2577,-2.4704,1.6031
1.0477,-1.3479,-1.9579,3.866,-2.4683,-2.2274,3.4241,-0.093958,-3.1603,0.90226,1.8173,-1.0655,-0.67834,0.8178,2.035,-1.6398,1.0266,0.14824,0.019709,-0.56826
