0.07024,0.86334,-1.061,0.26702,-0.7331,0.18311,0.57698,0.42114,-0.087937,0.019732,1.1139,0.56881,0.46764,-1.3071,1.6269,-0.80097,-1.1007,1.9353,-0.41496,0.23765
-0.33442,1.5731,0.68365,1.8657,2.3072,-1.5197,-2.6529,0.38664,0.40027,1.155,0.94722,0.49591,0.95711,1.9651,-0.11219,0.95367,0.38437,1.0542,1.1095,-0.33549
-0.83062,0.52682,-1.0574,0.26597,1.6044,0.043382,0.74735,0.61635,-0.67172,-0.8418,-1.2483,1.6854,-1.5342,0.86649,2.5417,1.1744,-0.46458,-0.72979,-0.76159,0.15139
-0.36438,0.1479,0.69254,1.7964,-0.091433,-3.0289,0.91084,0.98953,-0.11957,1.2635,-0.14763,0.48427,-1.0043,-2.8275,-0.095968,0.26136,-1.5483,0.62119,-1.957,0.8866
0.75695,0.97828,-1.1837,0.64232,-0.56001,2.0961,-0.59275,-1.27,-0.74975,0.14492,-0.09871,0.33023,0.082109,-0.15927,0.28303,-1.2593,2.3967,-0.20579,0.35659,-1.0059
-0.72482,-0.28496,1.6872,-0.15317,0.38868,1.0557,-0.70024,-1.1598,0.0018236,0.36458,1.1459,0.010012,0.23806,0.64042,0.49443,-0.5894,0.44896,-0.043502,-0.97629,-1.3278
-0.80982,0.65274,0.4282,-1.4896,1.2691,0.40174,-2.017,-2.8672,1.2645,0.45956,-1.3957,-0.2074,0.21086,0.11911,-1.3797,-0.38838,-0.14009,-0.020172,1.0931,-1.2844
0.21096,-0.44769,0.081137,-0.043393,0.15668,0.032612,-0.54633,-0.10142,-0.99048,-0.9717,-1.6851,1.7889,2.1483,-3.0533,1.381,-0.82299,-1.1732,-0.86791,-0.58777,0.5435
-0.33854,0.17008,2.3802,-1.106,-0.21229,0.94351,-0.77913,-1.3429,0.96685,2.6691,1.2118,0.82013,-0.93511,-0.73601,-0.92116,0.30357,-0.47283,-0.11859,0.54943,-1.7497
2.4366,0.90418,-1.503,-1.1611,-0.009655,1.2071,0.23398,-0.90741,1.1356,0.44782,-0.27224,-0.066751,2.3447,-2.4519,0.12222,-1.9948,-0.084526,-0.15202,-0.26182,0.40161
-0.71022,0.81496,-1.3248,-1.2954,0.5279,3.4954,0.68661,-0.36814,0.76292,-0.79942,-0.66548,0.48869,1.5921,-0.89999,-0.62658,-0.2739,1.881,1.567,0.95464,0.03366
-1.1795,2.0407,0.93301,-1.319,0.88551,0.21927,1.1516,-0.85634,-0.10484,-1.3659,0.82578,-0.51761,1.0498,1.1585,-2.0248,1.0158,0.37969,-0.29678,-1.4969,0.68957
-1.3378,-1.4549,-0.22864,-3.7356,0.059263,0.081432,-0.61251,-2.6529,1.6906,-1.1156,-0.95857,0.21073,-0.060665,-0.56643,-0.036053,-0.78532,-2.1392,1.5065,1.4385,-0.74867
-0.040142,-1.1534,-1.2489,-0.76815,-1.0911,0.28246,3.2962,0.23827,0.4111,-0.6853,-0.95484,0.46418,0.90993,-2.4387,0.44539,1.7071,-1.2793,0.044187,1.959,-0.15492
-1.6775,-1.2004,-0.80597,-0.63063,2.8227,0.78987,-1.3731,-1.0876,0.4877,1.9159,3.7001,-2.0541,-1.6079,1.7652,-0.76792,-1.689,2.0786,0.32537,0.044353,-2.4047
-0.54236,-2.0024,-0.2663,-2.286,-0.097532,0.8864,0.60521,0.28702,2.7814,-0.17248,-0.062663,-1.74,-0.58178,1.75,-0.78946,-0.68311,0.40425,1.525,0.13445,-1.0126
0.0012674,-2.339,-0.87718,1.6546,-0.22901,-1.2089,0.33441,0.79102,-1.0676,-0.82699,1.4757,-0.046975,-1.142,1.7313,2.3907,1.5562,-1.4168,-0.48553,-0.3666,-0.28593
-0.74994,-1.5499,1.7208,0.10918,-0.94548,2.5851,1.5301,-0.6399,-0.56101,0.15845,0.15788,-1.1885,1.3055,-3.2935,0.44367,-0.6077,0.63693,-2.7379,0.2724,0.26455
